0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
2-FM,VK3REM 2,FM,2,147.1500,147.7500,VK3REM,MarHil,Maramingo Hill,Mallacoota WICEN 7/15,X,30,388,2.5,3EGC,-,35,,0.600,0.600,"+",PLUS,DUP+,"+RPT",149.552615,-37.410914,QF42so61hj,420708,200.4,189.3,407078.7,1107823.8,5,,
2-FM,VK3RFY 2,FM,2,147.4250,147.4250,VK3RFY,Hillsd,Hillside,Melb West EchoL/IRLP,O,100,145,-,3HF,91.5,38,99,0.000,0.000,"+",PLUS,DUP+,"+RPT",144.728557,-37.694622,QF22ih73kg,723184,232.2,227.2,25016.2,1338938.9,5,,
3-FM,VK3RFY 7,FM,7,438.4000,433.4000,VK3RFY,Hillsd,Hillside,Melb EchoL/IRLP,O,100,100,3,3HF,91.5,38,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.728557,-37.694622,QF22ih73kg,723184,232.2,227.2,25016.2,1338938.9,5,,
9-C4FM,VK3RFY 4,DV,C4FM,438.4000,433.4000,VK3RFY,Hillsd,Hillside,Melb EchoL/IRLP,O,100,100,3,3HF,91.5,38,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.728557,-37.694622,QF22ih73kg,723184,232.2,227.2,25016.2,1338938.9,5,,
2-FM,VK3RGC 2,FM,2,147.1250,147.7250,VK3RGC,MoPell,Montpellier,Geelong,O,45,160,3,3ATL,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",144.313919,-38.157168,QF21du72qg,782385,230.6,225.9,69058.4,1401837.9,5,,
3-FM,VK3RGC 7,FM,7,439.5750,434.5750,VK3RGC,MoPell,Montpellier,Geelong,O,45,160,3,3ATL,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.313919,-38.157168,QF21du72qg,782385,230.6,225.9,69058.4,1401837.9,5,,
7-P25,VK3RGC P25,DV,P25,439.5750,434.5750,VK3RGC,MoPell,Montpellier,Geelong,O,45,160,3,3ATL,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.313919,-38.157168,QF21du72qg,782385,230.6,225.9,69058.4,1401837.9,5,,
2-FM,VK3RGH 2,FM,2,146.8750,146.2750,VK3RGH,GreenH,Green Hill,Macedon R & Melb,O,100,600,3,3HF,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",144.425745,-37.186272,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.3,5,,
3-FM,VK3RGH 7,FM,7,439.3250,434.3250,VK3RGH,GreenH,Green Hill,Macedon R & Melb 11/16,P,100,600,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.425745,-37.186272,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.3,5,,
9-C4FM,VK3RGH 4,DV,C4FM,439.3250,434.3250,VK3RGH,GreenH,Green Hill,Macedon R & Melb 11/16,P,100,600,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.425745,-37.186272,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.3,5,,
5-FM,VK3RGH 23,FM,23,1273.2500,1293.2500,VK3RGH,GreenH,Green Hill,Macedon Ranges 6/15,P,30,600,3,3HF,-,75,,20.000,20.000,"+",PLUS,DUP+,"+RPT",144.425745,-37.186272,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.3,5,,
2-FM,VK3RGL 2,FM,2,147.0000,146.4000,VK3RGL,Anakie,Mt Anakie,Geelong,O,45,400,3,3ATL,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",144.269036,-37.886427,QF22dc27gg,768671,232.6,228.0,62171.2,1380794.0,5,,
3-FM,VK3RGL 7,FM,7,439.5000,434.5000,VK3RGL,Anakie,Mt Anakie,Geelong,O,45,400,3,3ATL,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.269036,-37.886427,QF22dc27gg,768671,232.6,228.0,62171.2,1380794.0,5,,
7-P25,VK3RGL P25,DV,P25,439.5000,434.5000,VK3RGL,Anakie,Mt Anakie,Geelong,O,45,400,3,3ATL,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.269036,-37.886427,QF22dc27gg,768671,232.6,228.0,62171.2,1380794.0,5,,
8-DMR,VK3RGL DMR,DV,DMR,439.5000,434.5000,VK3RGL,-,Mt Anakie,Geelong,O,-,-,-,3ATL,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.269036,-37.886427,QF22dc27gg,768671,232.6,228.0,62171.2,1380794.0,5,,
4-FM,VK3RGM 6,FM,6,53.9750,52.9750,VK3RGM,-,Mt Buller,NE Victoria 6/15,X,25,1800,3,3JFK,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.43441,-37.146425,QF32fu24du,565406,228.6,221.7,149246.6,1201645.5,5,,
2-FM,VK3RGS 2,FM,2,147.0250,147.6250,VK3RGS,-,Mt Fatigue,Foster 6/15,X,60,-,2.5,3WI,123,37,,0.600,0.600,"+",PLUS,DUP+,"+RPT",146.306918,-38.569862,QF31dk63tf,682699,218.8,212.6,144115.1,1342339.8,5,,
3-FM,VK3RGS 7,FM,7,438.3750,433.3750,VK3RGS,-,Mt Fatigue,Foster,O,-,-,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.306918,-38.569862,QF31dk63tf,682699,218.8,212.6,144115.1,1342339.8,5,,
4-FM,VK3RGV 6,FM,6,53.7250,52.7250,VK3RGV,Wombat,Mt Wombat,Shepparton,O,15,800,3,3WI,123,18,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.67307,-36.849308,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,,
2-FM,VK3RGV 2,FM,2,146.6500,146.0500,VK3RGV,Wombat,Mt Wombat,Shepparton,O,80,800,3,3WI,123,18,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.67307,-36.849308,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,,
3-FM,VK3RGV 7,FM,7,439.7750,434.7750,VK3RGV,Wombat,Mt Wombat,NE Victoria,O,-,800,-,3WI,123,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.67307,-36.849308,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,,
6-DV,VK3RGV B,DV,DST,438.2000,432.8000,VK3RGV B,Wombat,Mt Wombat,Shepparton (G),O,25,800,3,3WI,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.67307,-36.849308,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,,
3-FM,VK3RGW 7,FM,7,438.5000,433.5000,VK3RGW,-,Grovedale,Geelong West,O,100,148,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.29696,-38.172568,QF21dt58po,784586,230.5,225.9,71241.6,1404100.1,5,,
9-C4FM,VK3RGW 4,DV,C4FM,438.5000,433.5000,VK3RGW,-,Grovedale,Geelong West,O,100,148,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.29696,-38.172568,QF21dt58po,784586,230.5,225.9,71241.6,1404100.1,5,,
1-10M,VK3RHF 10,FM,10,29.6400,29.5400,VK3RHF,-,Olinda,Melbourne 5/16,X,100,600,3,3UJ,-,8,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",144.578414,-37.374733,QF22gp90jb,715304,235.2,230.4,59730.9,1319528.8,5,,
4-FM,VK3RHF 6,FM,6,53.6250,52.6250,VK3RHF,-,Mt Dandenong,Melbourne,O,50,600,3,3UJ,88.5,8,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",144.578414,-37.374733,QF22gp90jb,715304,235.2,230.4,59730.9,1319528.8,5,,
3-FM,VK3RHF 7,FM,7,438.7500,433.7500,VK3RHF,-,Olinda,Melbourne,O,100,600,3,3UJ,88.5,8,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.578414,-37.374733,QF22gp90jb,715304,235.2,230.4,59730.9,1319528.8,5,,
5-FM,VK3RHF 23,FM,23,1273.4000,1293.4000,VK3RHF,-,Mt Macedon,Melbourne West 6/15,X,50,1011,3,3UJ,-,8,,20.000,20.000,"+",PLUS,DUP+,"+RPT",144.578414,-37.374733,QF22gp90jb,715304,235.2,230.4,59730.9,1319528.8,5,,
2-FM,VK3RHO 2,FM,2,147.0500,147.6500,VK3RHO,Hotham,Mt Hotham,NE Victoria,O,30,-,2.5,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",147.139385,-36.974128,QF33na66rf,505163,225.8,217.7,213545.2,1152362.4,5,,
3-FM,VK3RHO 7,FM,7,438.3750,433.3750,VK3RHO,Hotham,Mt Hotham,NE Victoria,O,-,-,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.139385,-36.974128,QF33na66rf,505163,225.8,217.7,213545.2,1152362.4,5,,
3-FM,VK3RIR 7,FM,7,438.1500,433.1500,VK3RIR,-,Bendigo,Bendigo 6/15,T,100,240,3.5,3JED,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.953894,-38.354463,QF21lp44lw,751249,226.7,221.6,60025.6,1385886.2,5,,
5-FM,VK3RIR 23,FM,23,1273.7000,1293.7000,VK3RIR,-,Bendigo,Bendigo 6/15,P,-,300,-,3JED,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",144.953894,-38.354463,QF21lp44lw,751249,226.7,221.6,60025.6,1385886.2,5,,
3-FM,VK3RLE 7,FM,7,438.1250,433.1250,VK3RLE,-,Paps,Mansfield,O,50,678,-,3JFK,-,68,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.98481,-37.043399,QF22xw89eo,590543,231.9,225.6,124043.6,1214582.4,5,,
3-FM,VK3RLP 7,FM,7,439.4750,434.4750,VK3RLP,Cborn,Cranbourne,Mornington Peninsula,O,25,71,3.5,3BJA,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.280059,-38.113722,QF21pv32oq,712212,226.9,221.5,43045.6,1347603.9,5,,
2-FM,VK3RLV 2,FM,2,146.8000,146.2000,VK3RLV,Tassie,Mt Tassie,Latrobe Valley,O,80,730,2.5,3WI,-,37,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.55926,-38.393572,QF31go75cn,653457,218.5,212.0,153567.3,1314450.4,5,,
3-FM,VK3RLV 7,FM,7,438.3750,433.3750,VK3RLV,Tassie,Mt Tassie,Latrobe Valley,O,-,730,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.55926,-38.393572,QF31go75cn,653457,218.5,212.0,153567.3,1314450.4,5,,
5-FM,VK3RLV 23,FM,23,1273.3500,1293.3500,VK3RLV,Tassie,Mt Tassie,Latrobe Valley,O,80,730,2.5,3WI,-,78,,20.000,20.000,"+",PLUS,DUP+,"+RPT",146.55926,-38.393572,QF31go75cn,653457,218.5,212.0,153567.3,1314450.4,5,,
2-FM,VK3RMA 2,FM,2,146.8000,146.2000,VK3RMA,Mildra,Mildura,Mildura City,O,50,50,3,3WI,-,56,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",142.203178,-34.451589,QF15cn41jo,832567,263.0,261.5,448485.2,1265225.9,5,,
2-FM,VK3RMC 2,FM,2,147.3250,147.9250,VK3RMC,NarWar,Narre Warren Nth,Melbourne SE,O,50,-,-,3APC,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
3-FM,VK3RMC 7,FM,7,439.3750,434.3750,VK3RMC,-,Berwick,Berwick,O,25,-,-,3APC,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
8-DMR,VK3RMC DMR,DV,DMR,439.3750,434.3750,VK3RMC,-,Narre Warren Nth,Melbourne SE,O,-,-,-,3APC,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
3-FM,VK3RMC 7,FM,7,439.8750,434.8750,VK3RMC,-,Narre Warren North,Melbourne SE,O,25,-,-,3APC,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
6-DV,VK3RMC A,DV,DST,1273.9500,1293.9500,VK3RMC A,-,Berwick,Berwick (G),O,10,-,-,3APC,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
6-DV,VK3RMC AD,DV,DST,1298.1000,1298.1000,VK3RMC AD,-,Berwick,Berwick (G),O,10,-,-,3APC,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
6-DV,VK3RMC B,DV,DST,438.1250,432.7250,VK3RMC B,-,Berwick,Berwick (G),O,25,-,-,3APC,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
6-DV,VK3RMC C,DV,DST,146.7625,146.1625,VK3RMC C,-,Berwick,Berwick (G),O,25,-,-,3APC,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.328134,-38.001189,QF21px99jr,701029,227.5,222.0,37780.0,1334944.8,5,,
3-FM,VK3RMG 7,FM,7,439.9500,434.9500,VK3RMG,-,Mt Broughton,Yea - Seymour,O,30,650,3,3JFK,-,68,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.412989,-37.120472,QF22qv91nc,637516,233.9,228.3,86376.9,1251486.9,5,,
4-FM,VK3RMH 6,FM,6,53.5500,52.5500,VK3RMH,WatlGn,Wattle Glen,Melbourne 6/15,X,25,120,3,3CNE,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.195462,-37.681545,QF22oh36kk,688634,230.4,225.0,24742.8,1312913.3,5,,
3-FM,VK3RMH 7,FM,7,438.3250,433.3250,VK3RMH,WatlGn,Wattle Glen,Melbourne 6/15,X,40,120,3,3CNE,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.195462,-37.681545,QF22oh36kk,688634,230.4,225.0,24742.8,1312913.3,5,,
2-FM,VK3RMK 2,FM,2,147.0250,147.6250,VK3RMK,Kerang,Mt Kerang,Charlton,O,25,385,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",143.551248,-36.312286,QF13sq65db,748718,246.6,243.1,208987.5,1295578.9,5,,
2-FM,VK3RML 2,FM,2,146.7000,146.1000,VK3RML,FernyC,Ferny Creek,Melbourne,O,100,600,2.5,3RSG,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.336328,-37.877796,QF22qc09ih,691910,228.3,222.8,33059.9,1323325.8,5,,
2-FM,VK3RMM 2,FM,2,147.2500,147.8500,VK3RMM,Macdon,Mt Macedon,Melbourne WICEN,O,100,1011,2.5,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
3-FM,VK3RMM 7,FM,7,439.8250,434.8250,VK3RMM,Macdon,Mt Macedon,Melbourne WICEN 5/16,X,100,1011,3,3WI,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
6-DV,VK3RMM A,DV,DST,1273.9750,1293.9750,VK3RMM A,Macdon,Mt Macedon,Melbourne NW (G) 6/15,P,10,1011,3,3WI,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
6-DV,VK3RMM AD,DV,DST,1298.5000,1298.5000,VK3RMM AD,Macdon,Mt Macedon,Melbourne NW (G) 6/15,P,10,1011,-,3WI,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
6-DV,VK3RMM B,DV,DST,438.0500,432.6500,VK3RMM B,Macdon,Mt Macedon,Melbourne NW (G),O,25,1011,3,3WI,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
6-DV,VK3RMM C,DV,DST,146.9625,146.3625,VK3RMM C,Macdon,Mt Macedon,Melbourne NW (G) 6/15,P,25,1011,3,3WI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",144.57678,-37.383441,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,,
2-FM,VK3RMN 2,FM,2,146.8500,146.2500,VK3RMN,KLake,Kinglake,Melbourne,O,80,600,3,VWN,91.5,39,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
3-FM,VK3RMN 7,FM,7,439.4500,434.4500,VK3RMN,KLake,Kinglake,Melbourne,O,80,600,-,VWN,91.5,39,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
5-FM,VK3RMN 23,FM,23,1273.4500,1293.4500,VK3RMN,KLake,Kinglake,Melbourne,O,30,600,3,3HF,-,75,,20.000,20.000,"+",PLUS,DUP+,"+RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
2-FM,VK3RMP 2,FM,2,147.2750,147.8750,VK3RMP,Caveat,Caveat,North Central 8/17,P,100,670,3,VSA,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.500901,-37.06943,QF22sw03ci,627878,233.9,228.2,95063.6,1242256.6,5,,
3-FM,VK3RMP 7,FM,7,439.3500,434.3500,VK3RMP,Caveat,Caveat,North Central 8/17,T,100,670,3,VSA,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.500901,-37.06943,QF22sw03ci,627878,233.9,228.2,95063.6,1242256.6,5,,
4-FM,VK3RMR 6,FM,6,53.6000,52.6000,VK3RMR,-,Mt Lookout,Gippsland,O,25,-,-,3EGC,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.364065,-37.696814,QF32eh32qs,609958,224.5,217.8,123578.7,1256552.3,5,,
4-FM,VK3RMS 6,FM,6,53.9000,52.9000,VK3RMS,Olind2,Olinda,Melbourne,O,60,600,3,3WI,-,15,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
2-FM,VK3RMS 2,FM,2,147.3500,147.9500,VK3RMS,Olind2,Olinda,Melbourne East,O,-,600,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
3-FM,VK3RMS 7,FM,7,438.2250,433.2250,VK3RMS,Olind2,Olinda,Melbourne,O,100,600,2.5,3WI,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
2-FM,VK3RMU 2,FM,2,147.3750,147.9750,VK3RMU,StLeo,Mt St Leonard,Melbourne,O,-,1028,2.5,3WI,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
3-FM,VK3RMU 7,FM,7,439.8000,434.8000,VK3RMU,StLeo,Mt St Leonard,Melbourne,O,200,1028,2.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
7-P25,VK3RMU P25,DV,P25,439.8000,434.8000,VK3RMU,StLeo,Mt St Leonard,Melbourne,O,200,1028,2.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
5-FM,VK3RMU 23,FM,23,1273.5000,1293.5000,VK3RMU,StLeo,Mt St Leonard,Melbourne East 6/15,P,-,-,-,3WI,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
2-FM,VK3RNE 2,FM,2,147.0000,146.4000,VK3RNE,BigBen,Mt Big Ben,Wodonga,O,100,1158,2.5,3WI,-,36,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.214672,-36.415447,QF33co50sh,535540,236.7,230.1,190605.3,1145989.6,5,,
3-FM,VK3RNE 7,FM,7,439.4250,434.4250,VK3RNE,BigBen,Mt Big Ben,Wodonga,O,-,1158,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.214672,-36.415447,QF33co50sh,535540,236.7,230.1,190605.3,1145989.6,5,,
3-FM,VK3RNU 7,FM,7,438.5250,433.5250,VK3RNU,-,Mt Stanley,Wangaratta,O,60,1051,2.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.802919,-36.444595,QF33jn63ih,492654,233.3,225.6,222777.5,1118488.4,5,,
2-FM,VK3RON 2,FM,2,146.7000,146.1000,VK3RON,Ouyen,Ouyen,Ouyen,O,80,130,3,3RSG,-,56,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",142.310949,-35.074327,QF14dw72hd,827952,258.2,256.2,386254.0,1295339.6,5,,
2-FM,VK3ROW 2,FM,2,147.2750,147.8750,VK3ROW,BeechF,Beech Forest,Otway Ranges 6/15,X,45,550,3,3ATL,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",143.563896,-38.633254,QF11si78qa,866399,230.2,226.1,153039.2,1484045.4,5,,
2-FM,VK3RPB 2,FM,2,147.1000,147.7000,VK3RPB,Bright,Mt Porepunkah,Bright,O,5,-,2.5,3WI,-,36,,0.600,0.600,"+",PLUS,DUP+,"+RPT",146.962299,-36.657286,QF33li52lg,494896,230.1,222.1,218498.6,1130562.6,5,,
2-FM,VK3RPL 2,FM,2,146.8250,146.2250,VK3RPL,Portld,Portland,Portland,O,200,100,3,3AJ,91.5,104,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",141.631864,-38.387794,QF01to56tw,996488,237.0,234.0,299582.9,1577890.5,5,,
7-P25,VK3RPL P25,DV,P25,438.7250,431.7250,VK3RPL,Portld,Portland,Portland 8/17,P,10,100,3,3AJ,293,96,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",141.631864,-38.387794,QF01to56tw,996488,237.0,234.0,299582.9,1577890.5,5,,
3-FM,VK3RPL 7,FM,7,439.9500,434.9500,VK3RPL,Portld,Portland,Portland,O,200,100,3,3AJ,91.5,100,101,-5.000,5.000,"-",MINUS,DUP-,"-RPT",141.631864,-38.387794,QF01to56tw,996488,237.0,234.0,299582.9,1577890.5,5,,
2-FM,VK3RPS 2,FM,2,147.2000,147.8000,VK3RPS,Cotrel,Mt Cottrell,Melb West EchoL/IRLP,O,150,217,3,3HF,91.5,103,,0.600,0.600,"+",PLUS,DUP+,"+RPT",144.621872,-37.763158,QF22hf46ou,735234,232.1,227.3,31131.0,1350726.1,5,,
9-C4FM,VK3RPS 4,DV,C4FM,147.2000,147.8000,VK3RPS,Cotrel,Mt Cottrell,Melbourne West,O,150,217,3,3HF,91.5,103,,0.600,0.600,"+",PLUS,DUP+,"+RPT",144.621872,-37.763158,QF22hf46ou,735234,232.1,227.3,31131.0,1350726.1,5,,
3-FM,VK3RPS 7,FM,7,439.7250,434.7250,VK3RPS,Cotrel,Mt Cottrell,Melbourne West,O,200,217,3,3HF,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.621872,-37.763158,QF22hf46ou,735234,232.1,227.3,31131.0,1350726.1,5,,
5-FM,VK3RPS 23,FM,23,1273.6500,1293.6500,VK3RPS,Cotrel,Mt Cottrell,Melbourne West,O,10,217,2,3HF,-,75,,20.000,20.000,"+",PLUS,DUP+,"+RPT",144.621872,-37.763158,QF22hf46ou,735234,232.1,227.3,31131.0,1350726.1,5,,
3-FM,VK3RPT 7,FM,7,439.5250,434.5250,VK3RPT,-,Pretty Sally,Kilmore,O,100,515,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.965576,-37.38095,QF22lo58un,686538,233.6,228.5,48045.3,1298608.4,5,,
9-C4FM,VK3RPT 4,DV,C4FM,439.5250,434.5250,VK3RPT,-,Pretty Sally,Kilmore,O,100,515,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.965576,-37.38095,QF22lo58un,686538,233.6,228.5,48045.3,1298608.4,5,,
3-FM,VK3RPU 7,FM,7,439.8500,434.8500,VK3RPU,-,Arthur's Seat,Melbourne,O,40,-,2.5,3WI,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.951503,-38.356043,QF21lp44en,751522,226.7,221.6,60206.1,1386150.2,5,,
2-FM,VK3RPW 2,FM,2,146.9250,146.3250,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RPW 7,FM,7,438.2750,433.2750,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RPW 7,FM,7,438.6250,433.6250,VK3RPW,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RRC 2,FM,2,146.9750,146.3750,VK3RRC,RdlsCk,Riddells Creek,Riddells Creek 8/17,P,40,-,-,VSA,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",144.66484,-37.447981,QF22hn92sl,713015,234.3,229.4,48701.6,1320997.0,5,,
3-FM,VK3RRC 7,FM,7,439.7000,434.7000,VK3RRC,RdlsCk,Riddells Creek,Riddells Creek 8/17,P,40,-,-,VSA,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.66484,-37.447981,QF22hn92sl,713015,234.3,229.4,48701.6,1320997.0,5,,
1-10M,VK3RRU 10,FM,10,29.1400,29.1400,VK3RRU,-,Merbein,Mildura,O,20,-,2.5,3RSG,-,5,,0.000,0.000,"+",PLUS,DUP+,"+RPT",142.07905,-34.168332,QF15at99lo,843550,265.2,264.0,481133.8,1258553.2,5,,
3-FM,VK3RRU 7,FM,7,438.5250,433.5250,VK3RRU,-,Merbein,Mildura,O,20,-,2.5,3RSG,-,5,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",142.07905,-34.168332,QF15at99lo,843550,265.2,264.0,481133.8,1258553.2,5,,
4-FM,VK3RSA 6,FM,6,53.5000,52.5000,VK3RSA,-,Emerald,Melbourne 8/17,P,25,316,3,VSA,91.5,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.444156,-37.932578,QF22rb36he,688315,227.4,221.8,43794.2,1322870.6,5,,
