0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
7-P25,VK3RSA P25,DV,P25,438.8000,431.8000,VK3RSA,-,Emerald,Melbourne 8/17,P,10,370,3,VSA,293,96,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",145.444156,-37.932578,QF22rb36he,688315,227.4,221.8,43794.2,1322870.6,5,,
3-FM,VK3RSA 7,FM,7,439.6500,434.6500,VK3RSA,-,Emerald,Melbourne,O,100,370,3,VSA,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.444156,-37.932578,QF22rb36he,688315,227.4,221.8,43794.2,1322870.6,5,,
7-P25,VK3RSB P25,DV,P25,438.9375,431.9375,VK3RSB,-,Mt St Leonard,Melbourne 8/17,P,10,1028,3,VSA,293,96,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
3-FM,VK3RSB 7,FM,7,439.5500,434.5500,VK3RSB,-,Mt St Leonard,Melbourne,O,100,1028,3,VSA,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.52555,-37.567537,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,,
6-DV,VK3RSD A,DV,DST,1273.9750,1293.9750,VK3RSD A,-,Upwey,Melbourne 8/17,P,-,270,-,VSA,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
6-DV,VK3RSD B,DV,DST,438.2750,432.8750,VK3RSD B,-,Upwey,Melbourne 8/17,P,-,270,-,VSA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
6-DV,VK3RSD C,DV,DST,146.8875,146.2875,VK3RSD C,-,Upwey,Melbourne,O,-,270,-,VSA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
6-DV,VK3RSD D,DV,DST,1298.5000,1298.5000,VK3RSD D,-,Upwey,Melbourne 8/17,P,-,270,-,VSA,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK3RSE 7,FM,7,439.9000,434.9000,VK3RSE,-,Glen Waverley,Melbourne,O,100,-,2,3NH,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.173481,-37.890655,QF22oc06tf,704093,228.9,223.6,19876.1,1332813.9,5,,
2-FM,VK3RSG 2,FM,2,147.1000,147.7000,VK3RSG,BassH,Bass Hill,South Gippsland,O,40,-,3,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.550932,-38.488804,QF21sm62cq,722114,223.1,217.6,90613.1,1368983.9,5,,
2-FM,VK3RSP 2,FM,2,146.6750,146.0750,VK3RSP,MtMtha,Mt Martha,Mornington Peninsula,O,-,-,-,3BSP,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.017617,-38.290047,QF21mr20cj,742400,226.9,221.7,53028.3,1376830.3,5,,
2-FM,VK3RSR 2,FM,2,146.9750,146.3750,VK3RSR,-,portable,Statewide,O,20,-,-,VSA,-,40,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RSS 7,FM,7,439.9750,434.9750,VK3RSS,-,portable,Statewide,O,-,-,-,VSA,-,40,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
8-DMR,VK3RSU DMR,DV,DMR,438.1000,432.7000,VK3RSU,-,Melbourne,Melbourne,O,50,-,5,3XDE,-,107,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",144.969482,-37.813822,QF22le64iq,713376,230.4,225.2,0.1,1336567.6,5,,
3-FM,VK3RSV 7,FM,7,439.4250,434.4250,VK3RSV,-,Noble Park,Melbourne EchoLink,O,200,90,4,2CL,91.5,64,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.188612,-37.967779,QF22oa27pr,708293,228.3,223.0,25759.4,1338991.0,5,,
8-DMR,VK3RTE DMR,DV,DMR,438.9125,431.9125,VK3RTE,-,Karingal,Victoria,O,-,-,-,3TE,-,107,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",145.163079,-38.151469,QF21nu93np,722794,227.2,221.9,41156.2,1356917.5,5,,
4-FM,VK3RTN 6,FM,6,53.6750,52.6750,VK3RTN,-,Mt Gordon,Marysville - NE Vic,O,25,800,2.5,3JFK,-,14,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.712369,-37.515969,QF22ul56le,641074,229.3,223.3,73410.1,1271403.2,5,,
3-FM,VK3RTU 7,FM,7,439.5250,434.5250,VK3RTU,MntTay,Mt Taylor,Bairnsdale,O,60,476,2.5,3EGC,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.560807,-37.705615,QF32sh70hp,538438,216.7,208.5,228651.4,1205695.1,5,,
A-ATV,VK3RTV ATV,FM,ATV,446.500,10410.00,VK3RTV,-,Olinda,Melbourne,O,50,600,-,3WI,-,86,,9963.500,9963.500,"+",PLUS,DUP+,"+RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
A-ATV,VK3RTV ATV,FM,ATV,446.500,1250.000,VK3RTV,-,Olinda,Melbourne,O,50,600,-,3WI,-,86,,803.500,803.500,"+",PLUS,DUP+,"+RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
A-ATV,VK3RTV ATV,FM,ATV,446.500,1255.000,VK3RTV,-,Olinda,Melbourne,O,50,600,-,3WI,-,86,,808.500,808.500,"+",PLUS,DUP+,"+RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
A-ATV,VK3RTV ATV,FM,ATV,446.500,1278.000,VK3RTV,-,Olinda,Melbourne,O,50,600,-,3WI,-,86,,831.500,831.500,"+",PLUS,DUP+,"+RPT",145.36636,-37.853928,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,,
3-FM,VK3RUG 7,FM,7,438.1750,433.1750,VK3RUG,-,Devil's River,Alexandra - Lake Eildon,O,100,650,2.5,3JFK,-,68,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.841609,-37.209266,QF22ws09xs,611579,231.2,225.0,102212.3,1236959.7,5,,
2-FM,VK3RVL 2,FM,2,147.0500,147.6500,VK3RVL,RobinV,Robinvale,Robinvale,O,40,-,3,3RSG,-,56,,0.600,0.600,"+",PLUS,DUP+,"+RPT",142.203178,-34.451589,QF15cn41jo,832567,263.0,261.5,448485.2,1265225.9,5,,
8-DMR,VK3RW2 DMR,DV,DMR,438.3000,432.9000,VK3RW2,-,portable,Nation wide,O,-,-,-,3TE,-,107,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWA 2,FM,2,147.1000,147.7000,VK3RWA,BenNev,Ben Nevis,Ararat,O,30,876,2.5,3WI,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",143.201094,-37.228424,QF12os45de,815742,240.5,236.8,169286.7,1389178.2,5,,
3-FM,VK3RWD 7,FM,7,438.5750,433.5750,VK3RWD,-,Seaview,West Gippsland,O,50,410,2,3BJA,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.818188,-38.144305,QF21vu85ei,678916,224.1,218.2,83099.2,1324179.8,5,,
2-FM,VK3RWE 2,FM,2,146.9250,146.3250,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWE 2,FM,2,147.3000,147.9000,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK3RWE 7,FM,7,438.2750,433.2750,VK3RWE,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWE 7,FM,7,438.6250,433.6250,VK3RWE,-,portable,Statewide,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWG 2,FM,2,147.2250,147.8250,VK3RWG,BawSq,Mt Baw Baw,West Gippsland,O,20,1563,2.5,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",146.274831,-37.838335,QF32dd28xt,626415,223.9,217.4,114953.6,1274045.3,5,,
3-FM,VK3RWG 7,FM,7,438.3750,433.3750,VK3RWG,BawSq,Mt Baw Baw,West Gippsland,O,20,1563,2.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.274831,-37.838335,QF32dd28xt,626415,223.9,217.4,114953.6,1274045.3,5,,
2-FM,VK3RWI 2,FM,2,146.9250,146.3250,VK3RWI,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWI 7,FM,7,438.2750,433.2750,VK3RWI,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWI 7,FM,7,438.6250,433.6250,VK3RWI,-,portable,Statewide WICEN,O,5,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWL 2,FM,2,147.0500,147.6500,VK3RWL,Warnum,Mt Warrnambool,Warrnambool,O,40,-,0.5,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",142.737853,-38.304936,QF11iq86nt,907310,234.7,231.1,203290.0,1503849.4,5,,
3-FM,VK3RWL 7,FM,7,439.8750,434.8750,VK3RWL,Warnum,Mt Warrnambool,Warrnambool,O,40,-,0.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",142.737853,-38.304936,QF11iq86nt,907310,234.7,231.1,203290.0,1503849.4,5,,
2-FM,VK3RWM 2,FM,2,146.8500,146.2500,VK3RWM,Arapls,Mt Arapiles,Horsham,O,30,-,2.5,3WI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",141.835941,-36.752317,QF03wf09hk,909887,246.8,244.0,301803.8,1442785.7,5,,
6-DV,VK3RWN A,DV,DST,1273.9000,1293.9000,VK3RWN A,-,Olinda,Melbourne East (G),O,10,600,3,3ER,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",145.364227,-37.857864,QF22qd34qc,688612,228.3,222.8,35090.7,1320102.5,5,,
6-DV,VK3RWN AD,DV,DST,1298.3000,1298.3000,VK3RWN AD,-,Olinda,Melbourne East (G),O,10,600,-,3ER,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",145.364227,-37.857864,QF22qd34qc,688612,228.3,222.8,35090.7,1320102.5,5,,
6-DV,VK3RWN B,DV,DST,438.3000,432.9000,VK3RWN B,-,Olinda,Melbourne East (G),O,25,600,3,3ER,-,79,96,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.364227,-37.857864,QF22qd34qc,688612,228.3,222.8,35090.7,1320102.5,5,,
6-DV,VK3RWN C,DV,DST,146.9125,146.3125,VK3RWN C,-,Olinda,Melbourne East (G),O,25,600,3,3ER,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.364227,-37.857864,QF22qd34qc,688612,228.3,222.8,35090.7,1320102.5,5,,
2-FM,VK3RWP 2,FM,2,146.9250,146.3250,VK3RWP,-,portable,Statewide WICEN,O,20,-,-,3WI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWP 2,FM,2,147.3000,147.9000,VK3RWP,-,portable,Statewide WICEN,O,20,-,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK3RWP 7,FM,7,438.6250,433.6250,VK3RWP,-,portable,Statewide,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWP 7,FM,7,439.9250,434.9250,VK3RWP,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWP 7,FM,7,439.9750,434.9750,VK3RWP,-,portable,Statewide,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWR 2,FM,2,146.9250,146.3250,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWR 2,FM,2,147.3000,147.9000,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK3RWR 7,FM,7,438.2750,433.2750,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RWR 7,FM,7,438.6250,433.6250,VK3RWR,-,portable,Statewide WICEN,O,-,-,-,VWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
4-FM,VK3RWU 6,FM,6,53.6500,52.6500,VK3RWU,-,Mt William,Grampians,O,-,-,-,3WI,91.5,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",142.603725,-37.294985,QF12hq29ke,867125,241.5,238.2,216820.4,1432060.1,5,,
3-FM,VK3RWU 7,FM,7,438.6750,433.6750,VK3RWU,-,Mt William,Grampians,O,100,1170,3,3WI,91.5,6,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",142.603725,-37.294985,QF12hq29ke,867125,241.5,238.2,216820.4,1432060.1,5,,
8-DMR,VK3RWW DMR,DV,DMR,438.1500,432.7500,VK3RWW,-,portable,Nation wide,O,-,-,-,3TE,-,107,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
6-DV,VK3RWW A,DV,DST,1273.8500,1293.8500,VK3RWW A,-,portable,Nation wide (G) 6/15,X,10,-,3,WIA,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
6-DV,VK3RWW AD,DV,DST,1298.9000,1298.9000,VK3RWW AD,-,portable,Nation wide (G),O,10,-,-,WIA,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
6-DV,VK3RWW B,DV,DST,438.1500,432.7500,VK3RWW B,-,portable,Nation wide (G),O,25,-,3,WIA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
6-DV,VK3RWW B,DV,DST,438.3000,432.9000,VK3RWW B,-,portable,Nation wide (G) 6/15,X,25,-,3,WIA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK3RWZ 2,FM,2,146.9500,146.3500,VK3RWZ,Wiliam,Mt William,Grampians,O,50,1170,2.5,3WI,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",142.601203,-37.293081,QF12hq29dp,867246,241.6,238.2,217094.0,1432075.0,5,,
2-FM,VK3RYN 2,FM,2,146.8250,146.2250,VK3RYN,-,Yallourn North,Latrobe Valley 8/17,T,40,112,3,3AJ,103.5,104,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.406513,-38.153547,QF31eu83sd,642827,220.9,214.4,131755.5,1298013.4,5,,
7-P25,VK3RYN P25,DV,P25,438.7250,431.7250,VK3RYN,-,Yallourn North,Latrobe Valley 8/17,P,10,112,3,3AJ,293,96,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",146.406513,-38.153547,QF31eu83sd,642827,220.9,214.4,131755.5,1298013.4,5,,
3-FM,VK3RYN 7,FM,7,439.9500,434.9500,VK3RYN,-,Yallourn North,Latrobe Valley 8/17,T,40,112,3,3AJ,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.406513,-38.153547,QF31eu83sd,642827,220.9,214.4,131755.5,1298013.4,5,,
2-FM,VK3RYV 2,FM,2,146.7250,146.1250,VK3RYV,Briart,Briarty Hill,Yarra Valley,O,25,421,2.5,3YVG,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.476243,-37.730985,QF22rg74dn,672161,228.7,223.1,45584.1,1302907.9,5,,
3-FM,VK3RYV 7,FM,7,439.3000,434.3000,VK3RYV,Briart,Briarty Hill,Yarra Valley,O,-,-,-,3YVG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.476243,-37.730985,QF22rg74dn,672161,228.7,223.1,45584.1,1302907.9,5,,
3-FM,VK3RZU 7,FM,7,439.6750,434.6750,VK3RZU,-,Mt Buller,Mansfield 6/15,T,-,1800,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.43441,-37.146425,QF32fu24du,565406,228.6,221.7,149246.6,1201645.5,5,,
8-DMR,VK3RZU DMR,DV,DMR,439.6750,434.6750,VK3RZU,-,Mt Buller,Mansfield,O,-,-,-,3TE,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.43441,-37.146425,QF32fu24du,565406,228.6,221.7,149246.6,1201645.5,5,,
2-FM,VK4RAG 2,FM,2,147.1500,147.7500,VK4RAG,-,Black Mtn,Brisbane WICEN,O,80,90,3.5,4BWI,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",152.854389,-26.422383,QG63kn28mp,840432,11.3,17.5,1464631.7,161731.6,5,,
3-FM,VK4RAG 7,FM,7,438.6250,433.6250,VK4RAG,-,Black Mtn,Brisbane WICEN,O,20,90,-,4BWI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.854389,-26.422383,QG63kn28mp,840432,11.3,17.5,1464631.7,161731.6,5,,
2-FM,VK4RAI 2,FM,2,146.9000,146.3000,VK4RAI,-,The Knobby,Ipswich,O,70,120,4.5,4WIP,-,47,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
3-FM,VK4RAI 7,FM,7,439.3250,434.3250,VK4RAI,-,The Knobby,Ipswich,O,-,-,4,4WIP,91.5,49,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
7-P25,VK4RAI P25,DV,P25,439.3250,434.3250,VK4RAI,-,The Knobby,Ipswich,O,-,-,4,4WIP,91.5,49,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
2-FM,VK4RAR 2,FM,2,146.7000,146.1000,VK4RAR,-,Mt Archer,Rockhampton,O,50,608,4,4WIR,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.576557,-23.337255,QG56gp99eb,1168732,356.8,1.4,1691721.0,560716.4,5,,
3-FM,VK4RAR 7,FM,7,438.2250,433.2250,VK4RAR,-,Mt Archer,Rockhampton,O,25,608,4,4WIR,91.5,49,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.576557,-23.337255,QG56gp99eb,1168732,356.8,1.4,1691721.0,560716.4,5,,
2-FM,VK4RAS 2,FM,2,146.8750,146.2750,VK4RAS,-,Carborough Range,Moranbah,O,50,450,3,4WCH,-,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.312728,-21.920748,QG48db79ma,1354105,347.1,351.0,1790798.2,814932.5,5,,
6-DV,VK4RAS B,DV,DST,439.9500,434.9500,VK4RAS B,-,Carborough Range,Moronbah,O,50,450,3,4WCH,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.312728,-21.920748,QG48db79ma,1354105,347.1,351.0,1790798.2,814932.5,5,,
4-FM,VK4RAT 6,FM,6,53.9500,52.9500,VK4RAT,-,Mt Stuart,Townsville 6/15,P,-,584,-,4WIT,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.780685,-19.343838,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,,
2-FM,VK4RAT 2,FM,2,146.7000,146.1000,VK4RAT,-,Mt Stuart,Townsville,O,50,584,10,4WIT,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.780685,-19.343838,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,,
3-FM,VK4RAT 7,FM,7,438.2250,433.2250,VK4RAT,-,Mt Stuart,Townsville,O,10,584,10,4WIT,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.780685,-19.343838,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,,
A-ATV,VK4RAT ATV,FM,ATV,444.250,1250.000,VK4RAT,-,Mt Stuart,Townsville,O,20,584,-,4WIT,-,91,,805.750,805.750,"+",PLUS,DUP+,"+RPT",146.780685,-19.343838,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,,
2-FM,VK4RAX 2,FM,2,147.0750,147.6750,VK4RAX,-,Mt Cotton,Brisbane South,O,50,-,-,4WSS,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",153.215568,-27.617259,QG62oj51uu,719094,16.0,23.1,1368409.1,31909.6,5,,
2-FM,VK4RBA 2,FM,2,147.9250,147.3250,VK4RBA,-,Rochedale,Brisbane,O,-,-,-,4BA,123,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.128853,-27.553116,QG62nk57lg,723811,15.2,22.3,1369901.3,35773.4,5,,
3-FM,VK4RBA 7,FM,7,439.9500,434.9500,VK4RBA,-,Rochedale,Brisbane,O,-,-,-,4BA,123,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.128853,-27.553116,QG62nk57lg,723811,15.2,22.3,1369901.3,35773.4,5,,
2-FM,VK4RBD 2,FM,2,146.9500,146.3500,VK4RBD,-,Blackdown Tableland,Blackwater,O,100,900,-,4WCH,91.5,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",149.116831,-23.774068,QG46nf44af,1137103,349.1,353.7,1605868.2,601832.5,5,,
6-DV,VK4RBD C,DV,DST,146.6375,146.0375,VK4RBD C,-,Blackdown Tableland,Blackwater,O,50,950,3,4WCH,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",149.116831,-23.774068,QG46nf44af,1137103,349.1,353.7,1605868.2,601832.5,5,,
4-FM,VK4RBG 6,FM,6,53.7750,52.7750,VK4RBG,Bunda,Bundaberg,Bundaberg 6/15,P,25,50,5,4BW,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",152.426293,-24.842477,QG65fd17dt,1007337,7.1,12.4,1602321.8,341382.8,5,,
2-FM,VK4RBG 2,FM,2,147.8000,147.2000,VK4RBG,-,The Hummock,Bundaberg,O,20,100,5,4BW,-,94,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.426293,-24.842477,QG65fd17dt,1007337,7.1,12.4,1602321.8,341382.8,5,,
3-FM,VK4RBK 7,FM,7,439.9000,434.9000,VK4RBK,-,Tolga,Atherton Tableland,O,-,937,4,4WAT,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.447263,-17.222963,QH22rs36ql,1931711,341.2,343.9,2282329.3,1414479.8,5,,
2-FM,VK4RBM 2,FM,2,146.7750,146.1750,VK4RBM,-,Blue Mtn,Mackay,O,25,400,4,4WIM,91.5,42,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.967883,-21.600646,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,,
3-FM,VK4RBM 7,FM,7,439.3000,434.3000,VK4RBM,-,Blue Mtn,Mackay 6/15,T,25,-,-,4WIM,-,42,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.967883,-21.600646,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,,
2-FM,VK4RBN 2,FM,2,147.0000,146.4000,VK4RBN,-,Mt Glorious,Brisbane,O,60,-,2,4RC,91.5,94,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.748013,-27.315287,QG62iq94sh,741266,11.9,18.9,1373153.8,68820.6,5,,
4-FM,VK4RBP 6,FM,6,53.7750,52.7750,VK4RBP,-,Butchers Creek,Atherton Tableland,O,-,600,-,4FUY,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK4RBP 2,FM,2,147.1000,147.7000,VK4RBP,-,Butchers Creek,Atherton Tableland,O,25,600,4,4FUY,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK4RBP 7,FM,7,439.7750,434.7750,VK4RBP,-,Butchers Creek,Atherton Tableland,O,25,600,4,4FUY,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK4RBP 7,FM,7,439.9250,434.9250,VK4RBP,-,Butchers Creek,Atherton Tableland,O,-,600,-,4FUY,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK4RBQ 2,FM,2,146.9500,146.3500,VK4RBQ,-,Mt Coot-tha,Brisbane 9/15,X,120,-,4,4WIG,91.5,48,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.947118,-27.463175,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,,
3-FM,VK4RBQ 7,FM,7,439.3000,434.3000,VK4RBQ,-,Mt Coot-Tha,Brisbane 9/15,X,-,-,-,4WIG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.947118,-27.463175,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,,
4-FM,VK4RBR 6,FM,6,53.9750,52.9750,VK4RBR,-,Mt Gravatt,Brisbane,O,25,80,3,4WIE,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",153.091706,-27.526594,QG62nl13ao,725768,14.9,22.0,1370473.9,38200.8,5,,
2-FM,VK4RBR 2,FM,2,147.9500,147.3500,VK4RBR,-,Mt Gravatt,Brisbane,O,110,80,-,4WIE,-,94,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.091706,-27.526594,QG62nl13ao,725768,14.9,22.0,1370473.9,38200.8,5,,
3-FM,VK4RBR 7,FM,7,438.2750,433.2750,VK4RBR,-,Mt Gravatt,Brisbane,O,110,80,-,4WIE,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.091706,-27.526594,QG62nl13ao,725768,14.9,22.0,1370473.9,38200.8,5,,
2-FM,VK4RBS 2,FM,2,146.8750,146.2750,VK4RBS,-,Alexandra Hills,Redlands,O,25,70,3.5,4BAY,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.23152,-27.543964,QG62ok79sk,727348,16.0,23.0,1376124.7,39877.0,5,,
3-FM,VK4RBS 7,FM,7,439.7250,434.7250,VK4RBS,-,Alexandra Hills,Redlands,O,25,70,3.5,4BAY,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.23152,-27.543964,QG62ok79sk,727348,16.0,23.0,1376124.7,39877.0,5,,
2-FM,VK4RBT 2,FM,2,147.8000,147.2000,VK4RBT,-,Mt Tambourine,Gold Coast,O,100,1900,5,4WIF,-,94,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.215226,-27.922579,QG62ob58tn,686460,16.8,24.2,1339879.8,16258.2,5,,
